,Actual Label,Prev Pseudo Label,Curr Pseudo Labels,Refined Pseudo Labels
3214,46.0,46,46,46
3215,46.0,46,46,46
3216,46.0,46,46,46
3217,46.0,61,61,61
3218,46.0,46,46,46
3219,46.0,46,46,46
3220,46.0,46,46,46
3221,46.0,46,46,46
3222,46.0,46,46,46
3223,46.0,46,46,46
3224,46.0,46,46,46
3225,46.0,32,32,32
3226,46.0,46,46,46
3227,46.0,46,46,46
3228,46.0,46,46,46
3229,46.0,32,32,32
3230,46.0,46,46,46
3231,46.0,46,46,46
3232,46.0,46,46,46
3233,46.0,46,46,46
3234,46.0,46,46,46
3235,46.0,46,46,46
3236,46.0,40,40,40
3237,46.0,46,46,46
3238,46.0,46,46,46
3239,46.0,46,46,46
3240,46.0,46,46,46
3241,46.0,46,46,46
3242,46.0,46,46,46
3243,46.0,46,46,46
3244,46.0,46,46,46
3245,46.0,46,46,46
3246,46.0,46,46,46
3247,47.0,47,47,47
3248,47.0,18,18,18
3249,47.0,47,47,47
3250,47.0,47,47,47
3251,47.0,47,47,47
3252,47.0,47,47,47
3253,47.0,47,47,47
3254,47.0,47,47,47
3255,47.0,47,47,47
3256,47.0,47,47,47
3257,47.0,47,47,47
3258,47.0,47,47,47
3259,47.0,46,46,46
3260,47.0,50,50,50
3261,47.0,47,47,47
3262,47.0,47,47,47
3263,47.0,47,47,47
3264,47.0,47,47,47
3265,47.0,47,47,47
3266,47.0,47,47,47
3267,47.0,47,47,47
3268,47.0,47,47,47
3269,47.0,47,47,47
3270,47.0,18,18,18
3271,47.0,47,60,47
3272,47.0,47,47,47
3273,47.0,47,47,47
3274,47.0,47,47,47
3275,47.0,47,47,47
3276,47.0,47,47,47
3277,47.0,47,47,47
3278,47.0,47,47,47
3279,47.0,47,47,47
3280,47.0,47,47,47
3281,47.0,47,47,47
3282,47.0,47,47,47
3283,47.0,47,47,47
3284,47.0,47,47,47
3285,47.0,47,47,47
3286,47.0,18,18,18
3287,47.0,47,47,47
3288,47.0,47,47,47
3289,47.0,47,47,47
3290,47.0,47,47,47
3291,47.0,47,47,47
3292,47.0,47,47,47
3293,47.0,47,47,47
3294,47.0,47,47,47
3295,47.0,47,47,47
3296,47.0,18,18,18
3297,47.0,18,18,18
3298,47.0,47,18,47
3299,47.0,47,47,47
3300,47.0,47,47,47
3301,47.0,47,47,47
3302,47.0,47,47,47
3303,47.0,47,47,47
3304,47.0,15,15,15
3305,47.0,47,47,47
3306,47.0,47,47,47
3307,47.0,47,47,47
3308,47.0,47,47,47
3309,47.0,47,47,47
3310,47.0,47,47,47
3311,47.0,18,18,18
3312,47.0,47,47,47
3313,47.0,47,47,47
3314,47.0,47,47,47
3315,47.0,47,47,47
3316,47.0,47,47,47
3317,47.0,47,47,47
3318,47.0,47,47,47
3319,47.0,47,47,47
3320,47.0,47,47,47
3321,47.0,47,47,47
3322,47.0,47,47,47
3323,47.0,47,47,47
3324,47.0,47,47,47
3325,47.0,47,47,47
3326,47.0,47,47,47
3327,47.0,47,47,47
3328,47.0,47,47,47
3329,47.0,47,47,47
3330,47.0,32,32,32
3331,47.0,47,47,47
3332,47.0,46,40,46
3333,47.0,47,47,47
3334,47.0,47,47,47
3335,47.0,47,47,47
3336,47.0,37,37,37
3337,47.0,47,47,47
3338,47.0,47,47,47
3339,47.0,47,47,47
3340,47.0,37,37,37
3341,47.0,47,47,47
3342,47.0,40,40,40
3343,47.0,47,47,47
3344,47.0,47,47,47
3345,47.0,47,47,47
3346,48.0,48,48,48
3347,48.0,48,48,48
3348,48.0,48,48,48
3349,48.0,48,48,48
3350,48.0,48,48,48
3351,48.0,48,48,48
3352,48.0,48,48,48
3353,48.0,48,48,48
3354,48.0,48,48,48
3355,48.0,48,48,48
3356,48.0,48,48,48
3357,48.0,48,48,48
3358,48.0,38,38,38
3359,48.0,48,48,48
3360,48.0,48,48,48
3361,48.0,48,48,48
3362,48.0,48,48,48
3363,48.0,48,48,48
3364,48.0,48,48,48
3365,48.0,48,48,48
3366,48.0,48,48,48
3367,48.0,48,48,48
3368,48.0,48,48,48
3369,48.0,48,48,48
3370,48.0,48,48,48
3371,48.0,48,48,48
3372,48.0,48,48,48
3373,48.0,48,48,48
3374,48.0,48,48,48
3375,48.0,48,48,48
3376,48.0,48,48,48
3377,48.0,48,48,48
3378,48.0,48,48,48
3379,48.0,48,48,48
3380,48.0,48,48,48
3381,48.0,48,48,48
3382,48.0,48,48,48
3383,48.0,29,29,29
3384,48.0,48,48,48
3385,48.0,48,48,48
3386,48.0,48,48,48
3387,48.0,48,48,48
3388,48.0,48,48,48
3389,48.0,48,48,48
3390,48.0,48,48,48
3391,48.0,48,48,48
3392,48.0,48,48,48
3393,48.0,48,48,48
3394,48.0,48,48,48
3395,48.0,48,48,48
3396,48.0,48,48,48
3397,48.0,48,48,48
3398,48.0,48,48,48
3399,48.0,48,48,48
3400,48.0,48,48,48
3401,48.0,48,48,48
3402,48.0,48,48,48
3403,48.0,48,48,48
3404,48.0,38,38,38
3405,48.0,48,48,48
3406,48.0,48,48,48
3407,48.0,48,48,48
3408,48.0,48,48,48
3409,48.0,48,48,48
3410,48.0,48,48,48
3411,48.0,48,48,48
3412,48.0,48,48,48
3413,48.0,48,48,48
3414,48.0,31,31,31
3415,48.0,48,48,48
3416,48.0,48,48,48
3417,48.0,48,48,48
3418,48.0,48,48,48
3419,48.0,48,48,48
3420,48.0,48,48,48
3421,48.0,48,48,48
3422,48.0,48,48,48
3423,48.0,48,48,48
3424,48.0,48,48,48
3425,48.0,48,48,48
3426,48.0,48,48,48
3427,49.0,49,49,49
3428,49.0,49,49,49
3429,49.0,49,49,49
3430,49.0,49,49,49
3431,49.0,49,49,49
3432,49.0,49,49,49
3433,49.0,49,49,49
3434,49.0,49,49,49
3435,49.0,49,49,49
3436,49.0,49,49,49
3437,49.0,49,49,49
3438,49.0,49,49,49
3439,49.0,49,49,49
3440,49.0,49,49,49
3441,49.0,49,49,49
3442,49.0,49,49,49
3443,49.0,49,49,49
3444,49.0,49,49,49
3445,49.0,49,49,49
3446,49.0,49,49,49
3447,49.0,49,49,49
3448,49.0,49,49,49
3449,49.0,49,49,49
3450,49.0,49,49,49
3451,49.0,49,49,49
3452,49.0,49,49,49
3453,49.0,49,49,49
3454,49.0,49,49,49
3455,49.0,49,49,49
3456,49.0,49,49,49
3457,49.0,49,49,49
3458,49.0,49,49,49
3459,49.0,49,49,49
3460,49.0,49,49,49
3461,49.0,49,49,49
3462,49.0,49,49,49
3463,49.0,49,49,49
3464,49.0,49,49,49
3465,49.0,49,49,49
3466,49.0,49,49,49
3467,49.0,49,49,49
3468,49.0,49,49,49
3469,49.0,49,49,49
3470,49.0,49,49,49
3471,49.0,49,49,49
3472,49.0,49,49,49
3473,49.0,49,49,49
3474,49.0,49,49,49
3475,49.0,49,49,49
3476,49.0,49,49,49
3477,49.0,49,49,49
3478,49.0,49,49,49
3479,49.0,49,49,49
3480,49.0,49,49,49
3481,49.0,49,49,49
3482,49.0,49,49,49
3483,49.0,49,49,49
3484,49.0,49,49,49
3485,49.0,49,49,49
3486,49.0,12,12,12
3487,49.0,49,49,49
3488,49.0,49,49,49
3489,49.0,49,49,49
3490,49.0,49,49,49
3491,49.0,49,49,49
3492,49.0,49,49,49
3493,49.0,49,49,49
3494,49.0,49,49,49
3495,49.0,49,49,49
3496,49.0,49,49,49
3497,49.0,49,49,49
3498,49.0,49,49,49
3499,49.0,49,49,49
3500,49.0,49,49,49
3501,49.0,49,49,49
3502,49.0,49,49,49
3503,49.0,49,49,49
3504,49.0,49,49,49
3505,49.0,49,49,49
3506,49.0,49,49,49
3507,49.0,49,49,49
3508,50.0,50,50,50
3509,50.0,50,50,50
3510,50.0,50,50,50
3511,50.0,50,50,50
3512,50.0,50,50,50
3513,50.0,50,50,50
3514,50.0,50,50,50
3515,50.0,50,50,50
3516,50.0,50,50,50
3517,50.0,50,50,50
3518,50.0,50,50,50
3519,50.0,50,50,50
3520,50.0,50,50,50
3521,50.0,50,50,50
3522,50.0,50,50,50
3523,50.0,50,50,50
3524,50.0,50,50,50
3525,50.0,50,50,50
3526,50.0,50,50,50
3527,50.0,50,50,50
3528,50.0,50,50,50
3529,50.0,50,50,50
3530,50.0,50,50,50
3531,50.0,50,50,50
3532,50.0,50,50,50
3533,50.0,50,50,50
3534,50.0,50,50,50
3535,50.0,50,50,50
3536,50.0,50,50,50
3537,50.0,50,50,50
3538,50.0,50,50,50
3539,50.0,50,50,50
3540,50.0,50,50,50
3541,50.0,50,50,50
3542,50.0,50,50,50
3543,50.0,50,50,50
3544,50.0,50,50,50
3545,50.0,50,50,50
3546,50.0,50,50,50
3547,50.0,50,50,50
3548,50.0,50,50,50
3549,50.0,50,50,50
3550,50.0,50,50,50
3551,50.0,50,50,50
3552,50.0,50,50,50
3553,50.0,50,50,50
3554,50.0,50,50,50
3555,50.0,50,50,50
3556,50.0,50,50,50
3557,50.0,50,50,50
3558,50.0,50,50,50
3559,50.0,50,50,50
3560,50.0,50,50,50
3561,50.0,50,50,50
3562,50.0,50,50,50
3563,50.0,50,50,50
3564,50.0,50,50,50
3565,50.0,50,50,50
3566,50.0,50,50,50
3567,50.0,50,50,50
3568,50.0,50,50,50
3569,50.0,50,50,50
3570,50.0,50,50,50
3571,50.0,50,50,50
3572,50.0,50,50,50
3573,50.0,50,50,50
3574,50.0,50,50,50
3575,50.0,50,50,50
3576,50.0,50,50,50
3577,50.0,50,50,50
3578,50.0,50,50,50
3579,50.0,50,50,50
3580,50.0,50,50,50
3581,50.0,50,50,50
3582,50.0,50,50,50
3583,50.0,50,50,50
3584,50.0,50,50,50
3585,50.0,50,50,50
3586,50.0,50,50,50
3587,50.0,50,50,50
3588,50.0,50,50,50
3589,50.0,50,50,50
3590,50.0,50,50,50
3591,50.0,50,50,50
3592,50.0,50,50,50
3593,50.0,50,50,50
3594,50.0,50,50,50
3595,50.0,50,50,50
3596,50.0,50,50,50
3597,50.0,50,50,50
3598,50.0,52,52,52
3599,51.0,51,51,51
3600,51.0,51,51,51
3601,51.0,51,51,51
3602,51.0,51,51,51
3603,51.0,54,57,54
3604,51.0,51,51,51
3605,51.0,51,51,51
3606,51.0,33,33,33
3607,51.0,51,51,51
3608,51.0,51,51,51
3609,51.0,20,20,20
3610,51.0,51,51,51
3611,51.0,51,51,51
3612,51.0,51,51,51
3613,51.0,44,44,44
3614,51.0,33,33,33
3615,51.0,51,51,51
3616,51.0,51,51,51
3617,51.0,51,51,51
3618,51.0,51,51,51
3619,51.0,51,51,51
3620,51.0,51,51,51
3621,51.0,51,51,51
3622,51.0,51,51,51
3623,51.0,51,51,51
3624,51.0,51,51,51
3625,51.0,51,51,51
3626,51.0,51,51,51
3627,51.0,51,51,51
3628,51.0,51,51,51
3629,51.0,51,51,51
3630,51.0,51,51,51
3631,51.0,51,51,51
3632,51.0,33,33,33
3633,51.0,51,51,51
3634,51.0,51,51,51
3635,51.0,51,51,51
3636,51.0,51,51,51
3637,51.0,51,51,51
3638,51.0,51,51,51
3639,51.0,51,51,51
3640,51.0,51,51,51
3641,51.0,51,51,51
3642,51.0,51,51,51
3643,51.0,51,51,51
3644,51.0,51,51,51
3645,51.0,51,51,51
3646,51.0,51,51,51
3647,51.0,51,51,51
3648,51.0,51,51,51
3649,51.0,51,51,51
3650,51.0,51,51,51
3651,51.0,51,51,51
3652,51.0,51,51,51
3653,52.0,52,52,52
3654,52.0,52,52,52
3655,52.0,52,52,52
3656,52.0,52,52,52
3657,52.0,58,58,58
3658,52.0,52,52,52
3659,52.0,52,52,52
3660,52.0,52,52,52
3661,52.0,52,52,52
3662,52.0,52,52,52
3663,52.0,61,61,61
3664,52.0,52,52,52
3665,52.0,52,52,52
3666,52.0,52,52,52
3667,52.0,52,52,52
3668,52.0,52,52,52
3669,52.0,52,52,52
3670,52.0,52,52,52
3671,52.0,52,52,52
3672,52.0,58,58,58
3673,52.0,52,52,52
3674,52.0,52,52,52
3675,52.0,52,52,52
3676,52.0,52,52,52
3677,52.0,52,52,52
3678,52.0,52,52,52
3679,52.0,52,52,52
3680,52.0,58,52,58
3681,52.0,52,52,52
3682,52.0,52,52,52
3683,52.0,52,52,52
3684,52.0,52,52,52
3685,52.0,52,52,52
3686,52.0,52,52,52
3687,52.0,52,52,52
3688,52.0,52,52,52
3689,52.0,58,58,58
3690,52.0,52,52,52
3691,52.0,52,52,52
3692,52.0,52,52,52
3693,52.0,52,52,52
3694,52.0,52,52,52
3695,52.0,52,52,52
3696,52.0,52,52,52
3697,52.0,52,52,52
3698,52.0,58,52,58
3699,52.0,52,52,52
3700,53.0,53,53,53
3701,53.0,53,53,53
3702,53.0,53,53,53
3703,53.0,53,53,53
3704,53.0,53,53,53
3705,53.0,53,53,53
3706,53.0,53,53,53
3707,53.0,53,53,53
3708,53.0,53,53,53
3709,53.0,53,53,53
3710,53.0,53,53,53
3711,53.0,53,53,53
3712,53.0,53,53,53
3713,53.0,53,53,53
3714,53.0,53,53,53
3715,53.0,53,53,53
3716,53.0,42,36,42
3717,53.0,53,53,53
3718,53.0,53,53,53
3719,53.0,2,2,2
3720,53.0,53,53,53
3721,53.0,53,53,53
3722,53.0,53,53,53
3723,53.0,53,53,53
3724,53.0,2,53,2
3725,53.0,53,53,53
3726,53.0,42,42,42
3727,53.0,53,53,53
3728,53.0,53,53,53
3729,53.0,53,53,53
3730,53.0,53,53,53
3731,53.0,53,53,53
3732,53.0,53,53,53
3733,53.0,53,53,53
3734,53.0,51,51,51
3735,53.0,36,36,36
3736,53.0,53,53,53
3737,53.0,53,53,53
3738,53.0,53,53,53
3739,53.0,46,46,46
3740,53.0,2,2,2
3741,53.0,53,53,53
3742,53.0,53,53,53
3743,53.0,2,2,2
3744,53.0,53,53,53
3745,53.0,53,53,53
3746,53.0,2,2,2
3747,53.0,53,53,53
3748,53.0,53,53,53
3749,53.0,63,63,63
3750,53.0,53,53,53
3751,53.0,53,53,53
3752,53.0,53,53,53
3753,53.0,53,53,53
3754,53.0,53,53,53
3755,53.0,53,53,53
3756,54.0,54,54,54
3757,54.0,60,60,60
3758,54.0,54,54,54
3759,54.0,54,54,54
3760,54.0,54,54,54
3761,54.0,27,27,27
3762,54.0,54,54,54
3763,54.0,54,54,54
3764,54.0,54,54,54
3765,54.0,54,54,54
3766,54.0,27,27,27
3767,54.0,54,54,54
3768,54.0,7,7,7
3769,54.0,54,54,54
3770,54.0,54,54,54
3771,54.0,31,31,31
3772,54.0,54,54,54
3773,54.0,27,27,27
3774,54.0,54,54,54
3775,54.0,27,27,27
3776,54.0,54,54,54
3777,54.0,54,54,54
3778,54.0,54,8,54
3779,54.0,57,57,57
3780,54.0,54,54,54
3781,54.0,54,8,8
3782,54.0,31,31,31
3783,54.0,54,54,54
3784,54.0,54,54,54
3785,54.0,54,63,63
3786,54.0,54,54,54
3787,54.0,27,27,27
3788,54.0,32,32,32
3789,54.0,61,61,61
3790,54.0,27,27,27
3791,54.0,27,27,27
3792,54.0,54,20,20
3793,54.0,54,54,54
3794,54.0,54,54,54
3795,54.0,32,32,32
3796,54.0,27,27,27
3797,54.0,54,54,54
3798,54.0,27,27,27
3799,54.0,54,11,54
3800,54.0,54,54,54
3801,54.0,54,11,54
3802,54.0,54,54,54
3803,54.0,54,54,54
3804,54.0,54,54,54
3805,54.0,54,54,54
3806,54.0,27,27,27
3807,54.0,54,54,54
3808,54.0,63,63,63
3809,54.0,54,54,54
3810,54.0,54,54,54
3811,54.0,54,11,54
3812,54.0,31,31,31
3813,54.0,54,54,54
3814,54.0,54,11,54
3815,54.0,54,54,54
3816,54.0,31,31,31
3817,54.0,51,51,51
3818,54.0,31,31,31
3819,54.0,54,54,54
3820,54.0,54,11,54
3821,55.0,55,55,55
3822,55.0,55,55,55
3823,55.0,55,55,55
3824,55.0,55,55,55
3825,55.0,55,55,55
3826,55.0,55,55,55
3827,55.0,55,55,55
3828,55.0,55,55,55
3829,55.0,55,55,55
3830,55.0,55,55,55
3831,55.0,55,55,55
3832,55.0,55,55,55
3833,55.0,55,55,55
3834,55.0,55,55,55
3835,55.0,55,55,55
3836,55.0,61,61,61
3837,55.0,61,61,61
3838,55.0,55,55,55
3839,55.0,55,55,55
3840,55.0,55,55,55
3841,55.0,55,55,55
3842,55.0,55,55,55
3843,55.0,55,55,55
3844,55.0,55,55,55
3845,55.0,55,55,55
3846,55.0,55,55,55
3847,55.0,61,61,61
3848,55.0,55,55,55
3849,55.0,55,55,55
3850,55.0,55,55,55
3851,55.0,55,55,55
3852,55.0,55,55,55
3853,55.0,55,55,55
3854,55.0,55,55,55
3855,55.0,55,55,55
3856,55.0,20,20,20
3857,55.0,55,55,55
3858,55.0,55,55,55
3859,55.0,55,55,55
3860,55.0,61,61,61
3861,55.0,55,55,55
3862,55.0,55,55,55
3863,55.0,55,55,55
3864,55.0,55,55,55
3865,55.0,55,55,55
3866,55.0,55,55,55
3867,55.0,55,55,55
3868,55.0,17,17,17
3869,55.0,55,55,55
3870,55.0,55,55,55
3871,55.0,55,55,55
3872,55.0,55,55,55
3873,55.0,55,55,55
3874,55.0,55,55,55
3875,55.0,55,55,55
3876,55.0,55,55,55
3877,55.0,55,55,55
3878,55.0,41,41,41
3879,55.0,61,61,61
3880,55.0,55,55,55
3881,55.0,55,55,55
3882,55.0,61,61,61
3883,55.0,55,61,55
3884,55.0,55,55,55
3885,55.0,61,61,61
3886,55.0,55,55,55
3887,55.0,55,55,55
3888,55.0,61,61,61
3889,55.0,55,55,55
3890,55.0,55,55,55
3891,55.0,17,55,17
3892,55.0,55,55,55
3893,55.0,55,55,55
3894,55.0,55,55,55
3895,55.0,55,55,55
3896,55.0,61,55,61
3897,55.0,55,55,55
3898,55.0,55,55,55
3899,55.0,55,55,55
3900,55.0,55,55,55
3901,55.0,55,55,55
3902,55.0,55,55,55
3903,55.0,55,55,55
3904,55.0,55,55,55
3905,55.0,55,61,61
3906,55.0,61,61,61
3907,55.0,55,55,55
3908,55.0,7,7,7
3909,55.0,55,55,55
3910,55.0,55,55,55
3911,55.0,55,55,55
3912,55.0,55,55,55
3913,55.0,58,58,58
3914,55.0,55,55,55
3915,55.0,3,3,3
3916,55.0,55,55,55
3917,55.0,55,55,55
3918,55.0,55,55,55
3919,55.0,55,55,55
3920,56.0,28,28,28
3921,56.0,28,28,28
3922,56.0,28,28,28
3923,56.0,28,28,28
3924,56.0,28,28,28
3925,56.0,28,28,28
3926,56.0,28,28,28
3927,56.0,28,28,28
3928,56.0,28,28,28
3929,56.0,28,28,28
3930,56.0,28,28,28
3931,56.0,45,50,45
3932,56.0,28,28,28
3933,56.0,28,28,28
3934,56.0,28,28,28
3935,56.0,28,28,28
3936,56.0,28,28,28
3937,56.0,28,28,28
3938,56.0,28,28,28
3939,56.0,28,28,28
3940,56.0,28,28,28
3941,56.0,28,28,28
3942,56.0,28,28,28
3943,56.0,28,28,28
3944,56.0,28,28,28
3945,56.0,28,28,28
3946,56.0,28,28,28
3947,56.0,28,47,47
3948,56.0,28,28,28
3949,56.0,28,28,28
3950,56.0,28,28,28
3951,56.0,16,23,23
3952,56.0,28,28,28
3953,56.0,28,28,28
3954,56.0,16,29,16
3955,56.0,28,28,28
3956,56.0,23,23,23
3957,56.0,28,28,28
3958,56.0,28,28,28
3959,56.0,28,28,28
3960,56.0,28,28,28
3961,56.0,28,28,28
3962,56.0,28,28,28
3963,56.0,33,33,33
3964,56.0,28,28,28
3965,56.0,28,28,28
3966,56.0,28,28,28
3967,56.0,28,28,28
3968,56.0,28,28,28
3969,56.0,28,28,28
3970,56.0,23,23,23
3971,56.0,28,28,28
3972,56.0,28,28,28
3973,56.0,28,28,28
3974,56.0,28,28,28
3975,56.0,28,28,28
3976,56.0,62,62,62
3977,56.0,28,28,28
3978,56.0,28,28,28
3979,56.0,28,28,28
3980,56.0,28,28,28
3981,56.0,28,28,28
3982,56.0,28,28,28
3983,56.0,28,28,28
3984,56.0,62,62,62
3985,56.0,28,28,28
3986,56.0,28,28,28
3987,56.0,28,28,28
3988,56.0,28,28,28
3989,56.0,28,28,28
3990,56.0,28,28,28
3991,56.0,28,28,28
3992,56.0,62,62,62
3993,56.0,28,28,28
3994,56.0,28,28,28
3995,56.0,28,28,28
3996,57.0,57,57,57
3997,57.0,57,57,57
3998,57.0,57,57,57
3999,57.0,57,57,57
4000,57.0,57,57,57
4001,57.0,57,57,57
4002,57.0,57,57,57
4003,57.0,57,57,57
4004,57.0,57,57,57
4005,57.0,57,57,57
4006,57.0,57,57,57
4007,57.0,57,57,57
4008,57.0,57,57,57
4009,57.0,57,57,57
4010,57.0,57,57,57
4011,57.0,57,57,57
4012,57.0,16,57,16
4013,57.0,57,57,57
4014,57.0,57,57,57
4015,57.0,57,57,57
4016,57.0,57,57,57
4017,57.0,57,57,57
4018,57.0,57,57,57
4019,57.0,57,57,57
4020,57.0,57,57,57
4021,57.0,57,57,57
4022,57.0,57,57,57
4023,57.0,57,57,57
4024,57.0,57,57,57
4025,57.0,57,57,57
4026,57.0,57,57,57
4027,57.0,57,57,57
4028,57.0,57,57,57
4029,57.0,57,57,57
4030,57.0,57,57,57
4031,57.0,57,57,57
4032,57.0,57,57,57
4033,57.0,57,57,57
4034,57.0,57,57,57
4035,57.0,57,57,57
4036,57.0,54,57,54
4037,57.0,57,57,57
4038,57.0,57,57,57
4039,57.0,57,57,57
4040,57.0,57,57,57
4041,57.0,57,57,57
4042,57.0,57,57,57
4043,57.0,57,57,57
4044,57.0,57,57,57
4045,57.0,57,57,57
4046,57.0,57,57,57
4047,57.0,57,57,57
4048,57.0,57,57,57
4049,57.0,57,57,57
4050,57.0,57,57,57
4051,57.0,57,57,57
4052,57.0,57,57,57
4053,57.0,57,57,57
4054,57.0,57,57,57
4055,57.0,57,57,57
4056,57.0,57,57,57
4057,57.0,57,57,57
4058,57.0,57,57,57
4059,57.0,57,57,57
4060,57.0,57,57,57
4061,57.0,57,57,57
4062,57.0,57,57,57
4063,57.0,57,57,57
4064,57.0,57,57,57
4065,57.0,57,57,57
4066,57.0,57,57,57
4067,57.0,57,57,57
4068,57.0,57,57,57
4069,57.0,57,57,57
4070,57.0,57,57,57
4071,58.0,58,58,58
4072,58.0,58,58,58
4073,58.0,58,58,58
4074,58.0,58,58,58
4075,58.0,58,58,58
4076,58.0,61,61,61
4077,58.0,58,52,58
4078,58.0,58,58,58
4079,58.0,58,58,58
4080,58.0,58,58,58
4081,58.0,58,58,58
4082,58.0,58,58,58
4083,58.0,58,58,58
4084,58.0,58,58,58
4085,58.0,58,58,58
4086,58.0,58,58,58
4087,58.0,61,58,61
4088,58.0,58,58,58
4089,58.0,58,58,58
4090,58.0,58,58,58
4091,58.0,58,58,58
4092,58.0,58,58,58
4093,58.0,58,58,58
4094,58.0,48,48,48
4095,58.0,58,58,58
4096,58.0,58,58,58
4097,58.0,58,58,58
4098,58.0,58,58,58
4099,58.0,58,58,58
4100,58.0,58,58,58
4101,58.0,58,58,58
4102,58.0,58,58,58
4103,58.0,58,52,58
4104,58.0,58,58,58
4105,58.0,58,58,58
4106,58.0,58,58,58
4107,58.0,58,58,58
4108,58.0,58,58,58
4109,58.0,58,58,58
4110,58.0,58,58,58
4111,58.0,58,58,58
4112,59.0,36,36,36
4113,59.0,59,59,59
4114,59.0,59,59,59
4115,59.0,59,59,59
4116,59.0,2,2,2
4117,59.0,59,59,59
4118,59.0,59,59,59
4119,59.0,2,2,2
4120,59.0,59,59,59
4121,59.0,59,59,59
4122,59.0,36,36,36
4123,59.0,59,59,59
4124,59.0,59,59,59
4125,59.0,59,59,59
4126,59.0,59,59,59
4127,59.0,59,59,59
4128,59.0,59,59,59
4129,59.0,59,59,59
4130,59.0,59,59,59
4131,59.0,59,59,59
4132,59.0,59,59,59
4133,59.0,59,59,59
4134,59.0,59,59,2
4135,59.0,36,36,36
4136,59.0,59,59,59
4137,59.0,59,59,59
4138,59.0,59,59,59
4139,59.0,36,59,36
4140,59.0,59,59,59
4141,59.0,59,59,59
4142,59.0,59,59,59
4143,59.0,59,59,59
4144,59.0,59,59,59
4145,59.0,59,59,59
4146,59.0,59,59,59
4147,59.0,59,59,59
4148,59.0,59,59,59
4149,59.0,59,59,59
4150,59.0,59,59,59
4151,59.0,36,59,36
4152,59.0,59,59,59
4153,59.0,59,59,59
4154,59.0,59,59,59
4155,60.0,60,60,60
4156,60.0,60,60,60
4157,60.0,60,60,60
4158,60.0,60,60,60
4159,60.0,60,60,60
4160,60.0,60,60,60
4161,60.0,60,60,60
4162,60.0,60,60,60
4163,60.0,51,51,51
4164,60.0,60,60,60
4165,60.0,60,60,60
4166,60.0,60,60,60
4167,60.0,60,60,60
4168,60.0,60,60,60
4169,60.0,60,60,60
4170,60.0,60,60,60
4171,60.0,60,60,60
4172,60.0,60,60,60
4173,60.0,47,47,47
4174,60.0,60,60,60
4175,60.0,35,35,35
4176,60.0,60,60,60
4177,60.0,60,60,60
4178,60.0,47,47,47
4179,60.0,60,60,60
4180,60.0,60,60,60
4181,60.0,60,60,60
4182,60.0,60,60,60
4183,60.0,60,60,60
4184,60.0,60,60,60
4185,60.0,60,60,60
4186,60.0,60,60,60
4187,60.0,47,47,47
4188,60.0,60,60,60
4189,60.0,60,60,60
4190,60.0,60,60,60
4191,60.0,60,60,60
4192,60.0,60,60,60
4193,60.0,60,60,60
4194,60.0,60,60,60
4195,60.0,60,60,60
4196,60.0,60,60,60
4197,60.0,60,60,60
4198,60.0,60,60,60
4199,60.0,60,60,60
4200,60.0,60,60,60
4201,60.0,60,60,60
4202,60.0,60,60,60
4203,60.0,60,60,60
4204,60.0,60,60,60
4205,60.0,60,60,60
4206,60.0,60,60,60
4207,60.0,60,60,60
4208,60.0,35,35,35
4209,60.0,60,60,60
4210,60.0,60,60,60
4211,60.0,60,60,60
4212,60.0,6,60,6
4213,60.0,60,60,60
4214,60.0,60,60,60
4215,61.0,61,61,61
4216,61.0,30,30,30
4217,61.0,61,61,61
4218,61.0,16,16,16
4219,61.0,61,61,61
4220,61.0,61,61,61
4221,61.0,61,61,61
4222,61.0,61,61,61
4223,61.0,27,27,27
4224,61.0,61,61,61
4225,61.0,61,61,61
4226,61.0,61,61,61
4227,61.0,61,61,61
4228,61.0,61,61,61
4229,61.0,61,61,61
4230,61.0,61,61,61
4231,61.0,3,3,3
4232,61.0,61,61,61
4233,61.0,25,25,25
4234,61.0,61,61,61
4235,61.0,3,3,3
4236,61.0,61,61,61
4237,61.0,61,61,61
4238,61.0,61,61,61
4239,61.0,61,61,61
4240,61.0,61,61,61
4241,61.0,61,61,61
4242,61.0,61,61,61
4243,61.0,61,61,61
4244,61.0,61,61,61
4245,61.0,61,61,61
4246,61.0,3,3,3
4247,61.0,61,61,61
4248,61.0,61,61,61
4249,61.0,61,61,61
4250,61.0,61,61,61
4251,61.0,61,61,61
4252,61.0,61,61,61
4253,61.0,61,61,61
4254,61.0,16,16,16
4255,61.0,61,61,61
4256,62.0,62,62,62
4257,62.0,62,62,62
4258,62.0,62,62,62
4259,62.0,62,62,62
4260,62.0,62,62,62
4261,62.0,62,62,62
4262,62.0,62,62,62
4263,62.0,62,62,62
4264,62.0,62,62,62
4265,62.0,62,62,62
4266,62.0,62,62,62
4267,62.0,62,62,62
4268,62.0,62,62,62
4269,62.0,62,62,62
4270,62.0,62,62,62
4271,62.0,62,62,62
4272,62.0,62,62,62
4273,62.0,62,62,62
4274,62.0,62,62,62
4275,62.0,62,62,62
4276,62.0,62,62,62
4277,62.0,62,62,62
4278,62.0,62,62,62
4279,62.0,62,62,62
4280,62.0,62,62,62
4281,62.0,62,62,62
4282,62.0,62,62,62
4283,62.0,62,62,62
4284,62.0,62,62,62
4285,62.0,62,62,62
4286,62.0,62,62,62
